595	12174	0	1.0
396	11617	0	1.0
376	12138	0	1.0
164	11820	0	1.0
574	11735	0	1.0
333	12081	0	1.0
483	12931	0	1.0
595	12971	0	1.0
442	12138	0	1.0
595	13534	0	1.0
139	11645	0	1.0
718	12659	0	1.0
267	11463	0	1.0
718	11964	0	1.0
614	12819	0	1.0
595	12067	0	1.0
313	12219	0	1.0
597	11752	0	1.0
267	11653	0	1.0
725	11967	0	1.0
376	12848	0	1.0
313	13332	0	1.0
663	11612	0	1.0
157	11706	0	1.0
487	12626	0	1.0
299	13152	0	1.0
714	13005	0	1.0
128	11922	0	1.0
563	11663	0	1.0
144	11706	0	1.0
225	12323	0	1.0
505	11581	0	1.0
6	11486	0	1.0
267	12626	0	1.0
562	12284	0	1.0
267	12727	0	1.0
368	11428	0	1.0
225	12645	0	1.0
226	13202	0	1.0
144	12462	0	1.0
108	11562	0	1.0
386	12065	0	1.0
505	11715	0	1.0
368	12818	0	1.0
136	13313	0	1.0
367	11800	0	1.0
315	12107	0	1.0
533	12253	0	1.0
267	13136	0	1.0
125	12079	0	1.0
267	12199	0	1.0
136	12280	0	1.0
376	11900	0	1.0
225	12798	0	1.0
304	12150	0	1.0
158	12931	0	1.0
267	12470	0	1.0
625	13312	0	1.0
127	12097	0	1.0
300	11404	0	1.0
267	11726	0	1.0
625	13332	0	1.0
528	12950	0	1.0
505	12410	0	1.0
718	11753	0	1.0
318	12476	0	1.0
574	12774	0	1.0
313	11484	0	1.0
152	12950	0	1.0
267	13107	0	1.0
152	13021	0	1.0
267	12116	0	1.0
718	13305	0	1.0
28	12931	0	1.0
267	12637	0	1.0
356	11741	0	1.0
473	12581	0	1.0
22	13288	0	1.0
338	12931	0	1.0
95	13332	0	1.0
291	12848	0	1.0
737	12116	0	1.0
383	12084	0	1.0
747	13572	0	1.0
95	12138	0	1.0
718	11732	0	1.0
376	12086	0	1.0
313	11493	0	1.0
95	13571	0	1.0
429	13066	0	1.0
487	12848	0	1.0
226	13576	0	1.0
505	11644	0	1.0
314	11967	0	1.0
519	11761	0	1.0
519	12181	0	1.0
595	12120	0	1.0
574	13077	0	1.0
226	11863	0	1.0
76	11667	0	1.0
504	12897	0	1.0
483	13434	0	1.0
59	13008	0	1.0
250	13005	0	1.0
354	11990	0	1.0
519	11741	0	1.0
310	13383	0	1.0
523	11967	0	1.0
446	12810	0	1.0
532	12662	0	1.0
718	13236	0	1.0
597	12611	0	1.0
487	13407	0	1.0
625	11808	0	1.0
368	13021	0	1.0
83	13215	0	1.0
522	12535	0	1.0
718	12588	0	1.0
595	11819	0	1.0
718	12117	0	1.0
157	11972	0	1.0
265	12497	0	1.0
20	12138	0	1.0
314	12220	0	1.0
706	11788	0	1.0
718	11477	0	1.0
529	11626	0	1.0
33	11475	0	1.0
243	13045	0	1.0
267	12013	0	1.0
595	13159	0	1.0
267	12211	0	1.0
157	11752	0	1.0
267	13152	0	1.0
313	12220	0	1.0
338	12611	0	1.0
368	12234	0	1.0
23	13119	0	1.0
597	11741	0	1.0
718	12238	0	1.0
267	12542	0	1.0
718	11598	0	1.0
714	11967	0	1.0
310	12499	0	1.0
724	12993	0	1.0
406	12948	0	1.0
152	11598	0	1.0
303	12707	0	1.0
290	13404	0	1.0
95	12086	0	1.0
695	13005	0	1.0
499	12199	0	1.0
299	11967	0	1.0
291	11663	0	1.0
718	11691	0	1.0
595	11617	0	1.0
